	Year	Country	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Damage Description	Houses Destroyed Description	Death Description
360	1683	21	38.7	112.7	25.714285714285715	7.0	9.0	1001	4	4	4
361	1687	20	-32.8	-70.7	27.857142857142858	7.5	8.0	3000	1	1	1
362	1687	81	-13.5	-76.5	30.0	8.5	10.0	5000	3	1	4
363	1688	52	40.38	16.55	27.5	7.95	10.0	2000	3	2	4
364	1688	52	44.4	12.0	25.0	7.4	10.0	2655	3	2	3
365	1688	52	41.17	14.75	22.5	6.85	11.0	3311	3	3	4
366	1688	21	26.5	99.9	20.0	6.3	8.0	190	2	3	3
367	1688	105	38.4	26.9	17.5	7.0	10.0	16000	3	3	4
368	1690	3	17.5	-61.5	15.0	8.0	9.0	8010	3	3	2
369	1690	7	46.6	13.8	12.5	7.333333333333333	10.0	20	3	3	1
370	1692	53	17.8	-76.7	10.0	6.666666666666667	10.5	1000	3	3	4
371	1693	52	37.333	15.167	9.428571428571429	6.0	11.0	60000	4	3	4
372	1694	54	40.0	139.5	8.857142857142858	6.666666666666667	10.5	394	3	4	3
373	1694	52	40.7	15.7	8.285714285714286	7.333333333333333	10.0	4057	3	4	4
374	1695	21	36.0	111.5	7.714285714285714	8.0	10.0	20000	4	4	4
375	1695	52	42.5	12.1	7.142857142857143	7.0	9.0	31	2	4	1
376	1698	31	-1.3	-78.7	6.571428571428571	6.0	8.5	1000	3	4	3
377	1699	90	45.6	15.3	6.0	5.0	8.0	575	3	4	2
378	1702	52	41.1	14.5	9.523809523809524	5.566666666666666	10.0	150	2	4	3
379	1703	52	42.78	13.1	13.047619047619047	6.133333333333334	11.0	40000	4	4	4
380	1703	52	42.467	13.2	16.57142857142857	6.7	11.0	10000	3	3	4
381	1703	54	35.0	140.0	20.095238095238095	8.2	9.666666666666666	5233	4	4	4
382	1704	54	41.0	139.5	23.61904761904762	6.85	8.333333333333334	58	3	4	2
383	1704	21	38.0	116.5	27.142857142857142	5.5	7.0	372	2	2	3
384	1704	21	34.9	106.8	30.666666666666664	6.0	8.0	686	3	3	4
385	1706	52	41.6	14.6	34.19047619047619	7.2	10.0	1000	3	3	3
386	1707	54	33.2	134.8	37.714285714285715	8.4	10.0	5000	4	4	4
387	1707	105	40.4	43.0	41.23809523809524	8.1	10.0	4010	3	4	3
388	1707	33	38.9	74.15	44.76190476190476	7.8	10.0	3021	4	4	3
389	1709	21	37.4	105.3	48.285714285714285	7.5	10.0	2032	4	4	4
390	1711	54	35.5	133.0	51.80952380952381	7.233333333333333	9.75	4	2	4	1
391	1711	66	19.2	-103.7	55.33333333333333	6.966666666666667	9.5	502	3	4	2
392	1711	54	34.3	134.0	58.857142857142854	6.7	9.25	1000	3	4	3
393	1713	21	25.4	103.2	62.38095238095238	6.8	9.0	2100	4	4	4
394	1713	21	32.0	103.7	65.9047619047619	6.5	8.0	1418	1	1	3
395	1713	47	27.5	93.0	69.42857142857143	6.533333333333333	7.75	737	3	3	3
396	1714	54	36.5	138.0	72.95238095238095	6.566666666666666	7.5	56	1	3	2
397	1715	105	38.7	43.9	76.47619047619048	6.6	7.25	5042	3	3	3
398	1715	81	-17.3	-70.8	80.0	7.5	7.0	10028	1	1	1
399	1716	81	-17.2	-71.2	40.0	8.8	9.0	15014	1	2	3
400	1716	2	36.8	3.0	41.53846153846154	8.15	9.5	20000	4	3	4
401	1718	21	35.0	105.2	43.07692307692308	7.5	10.0	73000	4	4	4
402	1719	33	37.7	110.35	44.61538461538461	7.15	9.5	67500	4	3	3
403	1720	21	40.4	115.5	46.15384615384615	6.8	9.0	62000	2	2	3
404	1720	47	29.0	77.5	47.69230769230769	6.15	8.0	56500	2	1	3
405	1720	98	20.3	120.3	49.23076923076923	5.5	7.0	51000	1	1	3
406	1721	98	23.0	120.3	50.769230769230774	6.0	8.0	45500	3	3	3
407	1721	49	37.9	46.7	52.30769230769231	7.7	8.333333333333334	40000	4	4	4
408	1721	98	23.0	120.2	53.84615384615385	7.525	8.666666666666666	2000	4	4	4
409	1722	40	38.7	20.6	55.38461538461539	7.35	9.0	1875	2	3	3
410	1722	84	37.2	-7.6	56.92307692307692	7.175	10.0	1750	2	1	3
411	1723	40	38.5	20.5	58.46153846153847	7.0	10.0	1625	2	3	1
412	1725	81	-9.0	-79.0	60.0	7.7	9.0	1500	3	3	4
413	1725	21	25.1	103.1	56.666666666666664	6.0	8.0	614	3	3	3
414	1725	21	30.1	101.9	53.333333333333336	5.5	7.0	432	2	3	4
415	1726	52	38.1	13.35	50.0	6.22	9.0	250	3	4	3
416	1727	49	38.0	46.3	46.666666666666664	6.9399999999999995	8.0	77000	4	3	4
417	1729	54	37.5	137.0	43.33333333333333	7.66	9.0	5	2	3	1
418	1730	52	42.8	13.0	40.0	8.379999999999999	10.0	200	3	3	3
419	1730	20	-32.5	-71.5	36.666666666666664	9.1	11.0	2	3	3	1
420	1730	21	40.0	116.2	33.33333333333333	6.5	8.0	658	4	4	3
421	1731	66	23.0	-102.0	30.0	6.833333333333333	9.0	1	3	3	1
422	1732	52	41.08	15.15	26.666666666666664	7.166666666666667	10.0	1940	3	3	4
423	1733	21	26.2	103.1	23.33333333333333	7.5	10.0	1380	2	2	2
424	1735	22	2.6	-76.5	20.0	4.5	9.0	820	3	3	1
425	1736	98	23.1	120.3	21.428571428571427	6.0	8.0	260	2	3	3
426	1737	20	-43.0	-74.0	22.857142857142858	8.0	11.0	16840	2	2	2
427	1738	21	33.2	104.2	24.285714285714285	5.5	7.0	33420	2	2	2
428	1739	21	38.9	106.5	25.714285714285715	8.0	10.0	50000	4	4	4
429	1739	81	-14.1	-73.2	27.142857142857142	8.0	7.0	25002	3	4	3
430	1743	82	14.0	121.6	28.57142857142857	8.0	10.0	5	2	4	1
431	1746	81	-11.996	-77.198	30.0	8.0	11.0	1141	4	4	4
432	1747	81	-13.9	-70.35	20.0	6.75	9.0	578	3	2	3
433	1748	21	30.1	101.9	20.151515151515152	5.5	7.0	15	1	1	1
434	1748	94	39.0	-0.65	20.303030303030305	5.75	9.0	10	2	3	3
435	1748	21	30.4	101.6	20.454545454545453	6.0	7.0	5	1	2	1
436	1748	21	36.4	106.1	20.606060606060606	5.5	7.0	40	2	3	1
437	1750	36	43.2	0.8	20.757575757575758	5.75	9.0	38	3	2	2
438	1750	21	24.7	102.9	20.90909090909091	6.0	8.0	37	2	2	1
439	1750	25	46.0	12.25	21.060606060606062	6.3	10.0	1068	3	3	3
440	1751	54	37.2	138.1	21.21212121212121	6.6	9.5	2100	4	4	4
441	1751	21	26.5	99.9	21.363636363636363	6.8	9.0	900	4	4	3
442	1754	82	14.002	120.993	21.515151515151516	6.65	10.0	12	4	4	1
443	1754	48	-3.5	128.5	21.666666666666668	6.5	9.333333333333334	4	2	2	1
444	1754	32	30.8	31.0	21.81818181818182	6.5	8.666666666666666	40000	3	3	4
445	1755	21	24.7	102.2	21.96969696969697	6.5	8.0	270	3	4	3
446	1755	21	23.8	102.7	22.12121212121212	6.0	8.0	70	2	3	2
447	1755	31	-0.2	-78.5	22.272727272727273	7.0	9.0	20035	3	3	3
448	1755	49	34.0	51.5	22.424242424242426	7.75	10.0	40000	3	3	4
449	1755	84	37.0	-10.0	22.575757575757574	8.5	11.0	50000	4	4	4
450	1755	70	34.08	-5.0	22.727272727272727	7.75	10.0	3000	3	4	4
451	1757	31	-0.9	-78.6	22.87878787878788	7.0	9.0	1000	3	4	3
452	1757	70	34.0	-6.8	23.03030303030303	6.833333333333333	10.0	3000	3	4	4
453	1757	9	38.65	-28.08	23.181818181818183	6.666666666666667	11.0	1053	3	4	4
454	1757	52	37.0	15.0	23.333333333333332	6.5	9.0	10000	3	3	4
455	1758	104	36.8	10.2	23.484848484848484	6.333333333333333	10.0	3000	3	3	4
456	1760	26	20.0	-75.5	23.636363636363637	6.166666666666667	9.0	1560	2	3	3
457	1761	21	24.4	102.5	23.78787878787879	6.0	8.0	120	3	4	3
458	1761	21	24.4	102.5	23.939393939393938	6.0	7.0	50	2	3	1
459	1762	10	22.0	92.0	24.09090909090909	6.1	11.0	200	3	3	3
460	1763	46	47.7	18.2	24.242424242424242	6.2	9.0	83	1	3	2
461	1763	21	24.3	102.8	24.393939393939394	6.5	8.0	1000	4	4	3
462	1765	33	13.7	-89.2	24.545454545454547	6.5	8.5	50	2	4	1
463	1765	21	34.8	105.0	24.696969696969695	6.5	9.0	2068	4	4	4
464	1766	54	40.9	140.7	24.848484848484848	6.9	9.333333333333334	1700	3	4	4
465	1766	26	19.9	-76.1	25.0	6.8	9.666666666666666	40	3	3	1
466	1767	52	39.3	16.2	21.25	6.6375	10.0	40	3	3	1
467	1768	52	44.0	12.0	17.5	6.475	10.0	120	3	3	3
468	1770	40	38.717	20.65	13.75	6.3125	9.6	160	2	3	3
469	1770	44	18.5	-73.4	10.0	6.15	9.2	200	3	3	3
470	1773	42	14.6	-90.7	11.428571428571429	5.9875	8.8	8000	4	4	4
471	1773	42	14.6	-90.7	12.857142857142858	5.825	8.4	100	2	2	2
472	1774	96	46.9	8.7	14.285714285714285	5.6625	8.0	10066	3	2	2
473	1776	98	23.5	120.6	15.714285714285715	5.5	7.0	20033	2	2	3
474	1778	49	33.6	51.3	17.142857142857142	6.0	7.0	30000	3	2	4
475	1779	49	38.0	46.7	18.57142857142857	6.5	7.0	10000	3	3	4
476	1780	49	38.0	46.2	20.0	7.7	9.0	50000	4	4	4
477	1781	50	36.3	43.1	17.666666666666668	7.433333333333334	10.0	80	2	3	2
478	1782	98	24.5	120.5	15.333333333333332	7.166666666666667	10.5	40000	3	3	4
479	1783	52	38.3	15.967	13.0	6.9	11.0	30000	4	4	4
480	1783	52	38.783	16.467	13.046511627906977	6.9	10.0	20127	3	3	3
481	1784	66	16.9	-99.9	13.093023255813954	7.45	10.0	10255	3	3	1
482	1784	81	-16.5	-72.0	13.13953488372093	8.0	10.0	383	3	3	3
483	1784	105	39.7	39.5	13.186046511627907	7.5	9.0	5000	3	2	4
484	1784	47	34.1	74.8	13.232558139534884	7.0	8.0	2519	2	2	3
485	1785	40	38.2	21.7	13.279069767441861	6.5	9.0	38	2	2	1
486	1785	21	39.9	98.0	13.325581395348838	6.0	8.0	36	2	2	1
487	1785	22	4.6	-74.0	13.372093023255815	6.5	8.0	12	2	2	1
488	1786	40	39.7	19.8	13.418604651162791	7.0	8.5	120	3	2	3
489	1786	21	29.8	102.1	13.465116279069768	7.5	9.0	435	3	3	3
490	1787	82	10.8	122.5	13.511627906976745	7.25	10.0	590	2	3	3
491	1787	82	10.7	122.5	13.55813953488372	7.0	10.0	745	3	3	3
492	1788	88	14.0	-61.0	13.604651162790697	6.75	9.0	900	3	3	3
493	1789	21	24.2	102.8	13.651162790697674	6.5	9.0	700	3	3	3
494	1789	52	43.5	12.2	13.69767441860465	5.75	10.0	500	3	2	3
495	1789	21	34.6	110.3	13.744186046511627	5.0	6.0	1750	1	1	2
496	1790	2	35.7	-0.6	13.790697674418604	5.75	10.0	3000	3	3	4
497	1791	54	34.5	135.4	13.837209302325581	6.5	9.5	1507	1	3	2
498	1791	52	38.5	16.1	13.883720930232558	6.666666666666667	9.0	15	2	3	1
499	1791	40	37.5	20.3	13.930232558139535	6.833333333333333	10.0	22	3	3	1
500	1791	40	35.8	21.0	13.976744186046512	7.0	10.0	50	3	3	1
501	1792	98	23.6	120.5	14.023255813953488	6.8	9.0	252	3	4	3
502	1792	21	31.0	101.5	14.069767441860465	6.0	8.0	205	2	3	3
503	1793	54	40.85	139.95	14.116279069767442	6.9	8.0	12	2	3	1
504	1793	54	38.5	144.0	14.162790697674419	8.3	8.0	25	3	4	1
505	1793	21	30.6	101.5	14.209302325581396	6.0	8.0	200	2	3	3
506	1796	97	35.2	35.8	14.255813953488373	6.566666666666666	9.0	1500	3	3	4
507	1796	52	40.5	13.9	14.30232558139535	7.133333333333334	10.0	7	2	3	1
508	1796	20	-27.35	-70.35	14.348837209302326	7.7	11.0	20003	2	3	1
509	1797	31	-1.64	-78.67	14.395348837209303	8.3	11.0	40000	4	4	4
510	1797	114	10.6	-64.1	14.441860465116278	7.8500000000000005	9.0	16000	3	3	4
511	1798	33	26.85	-25.549999999999997	14.488372093023255	7.4	9.5	8030	4	3	3
512	1799	52	43.1	13.0	14.534883720930232	6.95	10.0	60	3	3	2
513	1799	21	23.8	102.4	14.581395348837209	6.5	9.0	2000	4	4	4
514	1801	66	17.0	-96.3	14.627906976744185	6.533333333333333	8.75	7	3	4	1
515	1802	2	36.5	2.9	14.674418604651162	6.566666666666666	8.5	13	3	4	3
516	1802	54	37.7	138.3	14.720930232558139	6.6	8.25	19	3	4	1
517	1803	21	25.6	100.6	14.767441860465116	6.0	8.0	200	2	2	3
518	1803	47	31.0	79.0	14.813953488372093	7.5	9.0	283	3	3	3
519	1804	40	38.2	21.8	14.86046511627907	7.4	10.0	366	3	3	2
520	1804	54	39.05	139.95	14.906976744186046	7.3	10.0	450	4	4	3
521	1804	94	36.9	-2.4	14.953488372093023	6.699999999999999	10.0	173	3	4	3
522	1805	22	5.37	-74.87	15.0	6.1	8.0	200	3	3	3
523	1805	52	41.2	14.7	36.25	6.9	11.0	5600	4	3	4
524	1806	21	28.5	92.0	57.5	7.7	10.0	100	2	3	2
525	1808	52	44.833	7.25	78.75	5.7	9.0	2	1	3	1
526	1810	40	35.5	25.0	100.0	6.15	10.0	2000	3	3	4
527	1810	54	39.9	139.9	86.6	6.6	9.333333333333334	59	3	4	2
528	1811	98	25.2	121.3	73.2	7.0	8.666666666666666	21	2	3	1
529	1811	21	31.7	100.3	59.8	6.5	8.0	480	2	3	3
530	1811	110	35.6	-90.4	46.4	7.5	11.0	13240	3	2	1
531	1812	114	10.6	-66.9	33.0	7.7	10.0	26000	3	2	4
532	1812	53	18.0	-76.8	33.0	7.300000000000001	9.0	13020	2	2	2
533	1812	110	34.37	-117.65	33.0	6.9	8.0	40	2	2	1
534	1812	110	34.2	-119.9	33.0	7.5	8.0	1	2	2	1
535	1813	81	-14.1	-75.4	33.0	6.4	7.5	32	2	2	1
536	1814	21	35.8	114.4	33.0	5.3	7.0	4	1	2	1
537	1814	21	23.7	102.5	33.0	6.0	8.0	900	3	3	3
538	1815	98	25.2	121.2	33.0	6.5	8.0	111	3	3	3
539	1815	21	34.8	111.2	33.0	6.8	9.0	13000	4	4	4
540	1816	42	15.5	-91.5	33.0	7.5	9.0	23	3	3	1
541	1816	21	31.4	100.7	33.515151515151516	6.5	8.0	2854	3	4	4
542	1817	36	45.9	6.8	34.03030303030303	8.0	9.0	4	3	3	1
543	1818	52	37.6	15.0	34.54545454545455	7.266666666666667	10.0	72	3	3	2
544	1818	52	37.8	14.0	35.06060606060606	6.533333333333333	10.0	100	3	3	2
545	1819	21	36.1	102.3	35.57575757575758	5.8	7.0	126	2	3	3
546	1819	2	35.07	0.02	36.09090909090909	6.9	10.0	409	3	3	3
547	1819	20	-27.4	-70.3	36.60606060606061	8.0	10.0	692	3	3	3
548	1819	20	-27.0	-71.5	37.121212121212125	8.5	10.0	976	3	3	1
549	1819	52	42.5	11.8	37.63636363636364	8.1	9.0	1259	3	3	3
550	1819	47	23.0	71.0	38.15151515151515	7.7	11.0	1543	4	4	4
551	1820	21	34.1	113.8	38.666666666666664	6.0	8.0	430	4	4	3
552	1820	49	29.6	52.5	39.18181818181818	6.45	9.0	219	3	3	3
553	1820	40	37.75	21.25	39.696969696969695	6.9	10.0	8	1	2	1
554	1821	40	37.8	21.2	40.21212121212121	6.433333333333334	10.0	85	2	2	3
555	1821	81	-16.107	-72.967	40.72727272727273	5.966666666666667	8.0	162	3	2	3
556	1822	21	33.0	104.6	41.24242424242424	5.5	7.0	23	1	2	1
557	1822	105	36.0	36.0	41.75757575757576	6.5	11.0	8000	4	2	4
558	1822	105	36.0	36.0	42.27272727272727	7.5	11.0	20000	4	2	4
559	1822	20	-33.0	-72.0	42.78787878787879	8.5	11.0	72	4	3	3
560	1823	52	38.1	14.7	43.303030303030305	8.08	10.0	22	3	3	1
561	1823	49	36.3	53.3	43.81818181818182	7.66	9.5	28	3	3	3
562	1823	25	42.7	18.2	44.33333333333333	7.24	9.0	34	2	3	3
563	1824	49	29.7	51.6	44.848484848484844	6.82	8.5	40	4	4	4
564	1824	49	29.8	52.4	45.36363636363636	6.4	8.0	46	3	2	3
565	1824	82	14.25	121.25	45.878787878787875	6.6	9.5	52	2	3	3
566	1825	40	38.75	20.75	46.39393939393939	6.8	11.0	58	3	3	2
567	1825	2	36.4	2.8	46.90909090909091	6.75	10.0	7000	4	4	4
568	1825	49	36.1	52.6	47.42424242424242	6.7	8.0	3542	3	3	3
569	1827	21	34.9	111.1	47.93939393939394	5.3	7.0	84	1	2	2
570	1827	78	31.6	74.3	48.45454545454545	6.15	9.0	1000	2	1	3
571	1827	22	1.8	-76.4	48.96969696969697	7.0	11.0	250	3	1	3
572	1828	52	40.7	13.9	49.484848484848484	7.65	10.0	28	1	1	1
573	1828	81	-12.13	-77.809	50.0	8.3	7.0	30	2	2	1
574	1828	47	34.2	74.5	46.90909090909091	8.083333333333334	7.666666666666667	1000	3	3	3
575	1828	54	37.5	139.5	43.81818181818182	7.866666666666667	8.333333333333334	1443	4	4	4
576	1828	48	-7.0	119.0	40.72727272727273	7.65	9.0	1721	3	4	3
577	1829	94	38.2	-0.9	37.63636363636364	7.433333333333334	10.0	2000	3	4	4
578	1829	40	41.2	24.5	34.54545454545455	7.216666666666667	9.0	1550	2	3	2
579	1829	20	-33.05	-71.63	31.454545454545453	7.0	11.0	1100	1	3	1
580	1829	21	33.2	117.9	28.363636363636363	5.5	7.0	650	3	3	3
581	1829	21	36.6	118.5	25.272727272727273	6.0	8.0	200	2	2	3
582	1830	82	14.55	120.9	22.181818181818183	6.1	9.0	305	2	3	3
583	1830	86	43.5	47.5	19.090909090909093	6.2	9.0	410	2	3	3
584	1830	86	43.0	47.0	16.0	6.3	9.0	40	2	3	1
585	1830	49	35.7	52.1	15.923076923076923	6.9	9.5	500	3	3	3
586	1830	21	36.4	114.2	15.846153846153847	7.5	10.0	7477	4	4	4
587	1831	52	43.8	7.8	15.76923076923077	7.1	9.0	4	3	3	1
588	1831	11	13.1	-59.617	15.692307692307692	6.7	8.5	3000	3	2	4
589	1831	21	32.8	116.8	15.615384615384615	6.3	8.0	33	1	1	1
590	1831	20	-18.5	-71.0	15.538461538461538	7.8	7.0	27	1	1	2
591	1832	52	42.9	12.6	15.461538461538462	7.766666666666667	10.0	22	2	2	1
592	1832	0	36.5	71.0	15.384615384615385	7.733333333333333	9.5	261	3	3	3
593	1833	73	28.3	85.5	15.307692307692308	7.7	9.0	500	3	4	3
594	1833	21	25.2	103.0	15.23076923076923	8.0	11.0	6700	4	4	4
595	1833	81	-18.251	-71.01	15.153846153846153	7.7	8.0	700	3	4	3
596	1833	54	38.9	139.15	15.076923076923077	7.4	8.5	35	3	3	1
597	1834	22	1.1	-76.93	15.0	6.7	9.0	47	3	3	3
598	1834	52	44.3	9.4	16.285714285714285	5.85	10.0	60	1	3	2
599	1834	21	24.9	103.0	17.571428571428573	5.0	6.0	56	1	3	1
600	1834	55	31.3	35.6	18.857142857142858	6.3	9.0	53	2	3	3
601	1835	20	-36.83	-73.03	20.142857142857142	8.2	11.0	50	4	3	1
602	1835	105	38.5	35.5	21.42857142857143	7.84	10.0	300	2	3	3
603	1835	52	39.3	16.3	22.714285714285715	7.4799999999999995	11.0	100	2	3	2
604	1836	52	39.6	16.6	24.0	7.12	11.0	589	3	3	3
605	1836	52	40.1	15.8	25.285714285714285	6.76	11.0	21	2	3	1
606	1837	51	33.0	35.5	26.571428571428573	6.4	10.0	5000	4	4	4
607	1837	52	44.2	10.5	27.857142857142858	6.266666666666667	9.0	5	2	3	1
608	1837	114	10.3	-66.6	29.142857142857146	6.133333333333334	8.5	21	2	3	1
609	1837	21	34.6	103.7	30.42857142857143	6.0	8.0	37	2	3	1
610	1838	51	32.0	34.5	31.714285714285715	6.9	8.5	3000	3	3	4
611	1839	65	14.4	-61.1	33.0	7.8	9.0	390	3	3	3
612	1839	21	26.1	99.9	35.3125	6.0	8.0	100	2	3	2
613	1839	21	26.1	99.9	37.625	6.0	8.0	129	2	4	3
614	1839	33	13.7	-89.2	39.9375	6.125	9.5	264	4	4	3
615	1839	72	21.9	96.0	42.25	6.25	11.0	400	3	3	3
616	1839	114	10.5	-64.2	44.5625	6.375	9.5	258	2	3	1
617	1839	98	23.4	120.4	46.875	6.5	8.0	117	3	4	3
618	1839	96	45.9	6.1	49.1875	6.5	7.0	67	1	3	2
619	1840	82	12.9	123.9	51.5	6.5	9.0	17	3	3	1
620	1840	105	39.7	44.4	53.8125	6.7	9.0	1049	4	4	3
621	1840	40	38.0	21.0	56.125	7.05	10.0	12	3	4	1
622	1841	24	10.0	-84.0	58.4375	7.4	9.75	256	2	4	3
623	1842	0	34.4	70.5	60.75	7.75	9.5	500	3	4	3
624	1842	44	19.75	-72.2	63.0625	8.1	9.25	5000	4	4	4
625	1842	21	43.6	93.0	65.375	7.0	9.0	5000	3	4	2
626	1842	34	9.6	39.8	67.6875	7.15	9.0	5000	3	3	3
627	1843	48	1.5	98.0	70.0	7.3	11.0	5000	3	3	3
628	1843	41	16.5	-62.2	33.0	8.3	9.0	5000	4	3	4
629	1843	49	38.6	44.9	29.88888888888889	7.3500000000000005	7.0	1000	3	3	3
630	1844	49	33.6	51.4	26.77777777777778	6.4	8.0	1500	3	3	4
631	1844	105	40.98	34.8	23.666666666666664	6.65	9.0	200	3	3	3
632	1844	49	37.4	48.0	20.555555555555557	6.9	9.0	159	4	4	4
633	1845	48	1.48	124.85	17.444444444444443	7.0	9.0	118	2	3	3
634	1845	98	24.1	120.5	14.333333333333332	6.0	8.0	380	3	4	3
635	1845	47	23.583	68.367	11.222222222222221	6.3	8.0	205	1	1	1
636	1846	40	37.0	22.0	8.11111111111111	6.199999999999999	10.0	30	1	2	2
637	1846	52	43.4	10.6	5.0	6.1	10.0	56	3	3	2
638	1847	54	37.0	138.0	6.6	7.4	10.5	12000	4	4	4
639	1847	32	29.5	30.5	8.2	7.35	11.0	185	4	4	3
640	1847	20	-31.61	-71.18	9.8	7.3	8.0	593	1	1	1
641	1848	98	24.1	120.5	11.4	6.8	9.0	1001	4	1	4
642	1849	114	7.3	-72.3	13.0	6.0	9.0	40	2	1	1
643	1849	114	10.7	-71.6	12.7	6.75	8.5	6910	2	1	3
644	1849	20	-29.95	-71.37	12.4	7.5	8.0	13780	1	1	1
645	1850	21	27.8	102.3	12.1	7.5	10.0	20650	4	1	4
646	1850	21	34.7	104.9	11.8	5.0	6.0	13990	1	1	2
647	1851	20	-33.32	-71.42	11.5	7.1	8.0	7330	3	3	1
648	1851	52	41.0	15.7	11.2	6.85	11.0	671	3	3	3
649	1851	1	40.5	19.7	10.9	6.6	11.0	2000	4	4	4
650	1851	1	40.5	19.7	10.6	6.333333333333333	10.0	400	3	3	3
651	1852	78	27.7	68.8	10.3	6.066666666666666	9.5	350	3	3	3
652	1852	49	37.1	58.4	10.0	5.8	9.0	2000	3	2	4
653	1852	9	37.5	-25.3	10.444444444444445	5.9	10.0	12	1	1	1
654	1852	21	37.5	105.2	10.88888888888889	6.0	8.0	300	3	4	3
655	1852	105	39.9	41.3	11.333333333333334	7.3	8.5	17	1	3	1
656	1852	82	14.0	120.5	11.777777777777779	7.5	9.0	3	3	3	1
657	1852	66	17.0	-100.0	12.222222222222221	7.34	9.0	1	3	3	1
658	1853	54	35.5	139.5	12.666666666666666	7.18	9.0	79	3	3	2
659	1853	52	40.9	15.2	13.11111111111111	7.0200000000000005	9.0	12	2	3	1
660	1853	49	29.6	52.5	13.555555555555555	6.86	9.0	13000	4	4	4
661	1853	114	10.5	-64.2	14.0	6.7	9.0	1000	3	3	3
662	1853	40	38.25	23.5	18.77777777777778	6.966666666666667	9.0	17	2	3	1
663	1854	52	39.3	16.3	23.555555555555557	7.233333333333333	10.0	468	3	3	3
664	1854	33	13.8	-89.2	28.333333333333332	7.5	10.0	1000	4	3	3
665	1854	54	35.0	136.0	33.111111111111114	7.7666666666666675	10.0	1352	3	4	4
666	1854	1	39.5	20.5	37.888888888888886	8.033333333333335	10.0	826	3	3	3
667	1854	54	34.0	137.9	42.666666666666664	8.3	9.0	300	3	3	3
668	1854	54	33.1	135.0	47.44444444444444	8.4	8.0	833	3	4	3
669	1854	21	29.1	107.1	52.22222222222222	5.5	7.0	1366	2	2	3
670	1855	105	40.2	29.1	57.0	6.7	10.0	1900	2	1	4
671	1855	105	40.2	29.1	61.77777777777778	6.7	10.0	400	2	1	3
672	1855	105	40.2	29.1	66.55555555555556	6.7	9.5	1300	3	1	4
673	1855	48	0.8	127.3	71.33333333333333	6.8	9.0	34	2	1	1
674	1855	96	46.3	7.9	76.11111111111111	6.9	8.0	1	3	2	1
675	1855	54	35.65	139.8	80.88888888888889	7.0	7.5	6757	4	4	4
676	1855	21	39.1	121.6	85.66666666666667	5.5	7.0	7	2	3	1
677	1856	21	29.7	108.8	90.44444444444444	5.5	7.0	300	2	3	3
678	1856	45	16.0	-88.0	95.22222222222221	7.5	9.0	419	3	3	3
679	1856	40	35.5	26.0	100.0	7.05	11.0	538	3	4	3
680	1856	40	38.25	26.25	75.0	6.6	9.0	287	2	3	2
681	1857	48	-8.0	115.5	50.0	7.0	9.333333333333334	36	2	2	1
682	1857	52	39.4	16.4	45.55555555555556	6.75	9.666666666666666	10000	3	2	4
683	1857	52	40.3	16.0	41.111111111111114	6.5	10.0	10000	4	2	4
684	1858	40	38.0	23.0	36.666666666666664	6.433333333333334	10.0	19	3	2	1
685	1858	54	36.0	137.5	32.22222222222222	6.366666666666666	10.0	203	2	3	3
686	1858	1	40.0	20.0	27.77777777777778	6.3	10.0	12	3	4	1
687	1858	84	38.2	-9.0	23.333333333333332	6.233333333333333	10.0	6	3	3	1
688	1859	31	-0.3	-78.5	18.888888888888886	6.166666666666666	9.666666666666666	7503	3	3	1
689	1859	105	39.9	41.3	14.444444444444443	6.1	9.333333333333334	15000	3	3	4
690	1859	8	40.7	48.5	10.0	5.9	9.0	100	2	3	2
691	1859	52	42.8	13.1	30.0	6.75	11.0	100	2	3	2
692	1859	20	-27.35	-70.35	50.0	7.6	10.0	10	1	3	1
693	1861	48	-1.0	97.5	70.0	8.5	9.0	4673	2	2	3
694	1861	48	0.009	98.0	20.0	7.0	9.666666666666666	9336	2	2	3
695	1861	4	-32.8	-68.8	23.636363636363637	6.666666666666667	10.333333333333334	14000	4	4	4
696	1861	52	46.0	12.0	27.272727272727273	6.333333333333333	11.0	1	2	3	1
697	1861	21	39.1	121.7	30.909090909090907	6.0	8.0	2	2	3	1
698	1861	40	38.2	22.2	34.54545454545455	7.5	10.0	17	1	3	1
699	1862	98	23.4	120.0	38.18181818181818	6.5	8.0	2000	3	3	4
700	1862	39	7.0	0.4	41.81818181818181	6.5	9.0	3	3	3	1
701	1862	105	38.8	30.5	45.45454545454545	6.1	8.0	800	2	3	3
702	1862	21	35.5	111.5	49.09090909090909	5.5	7.0	700	2	3	2
703	1863	40	36.5	28.0	52.72727272727273	6.7	11.0	600	3	4	1
704	1863	21	26.0	100.1	56.36363636363636	5.5	7.0	500	3	3	3
705	1863	82	14.5	121.0	60.0	6.5	10.0	400	4	4	3
706	1863	105	40.5	29.1	63.63636363636363	6.7	9.0	2	1	3	1
707	1863	49	38.0	47.6	67.27272727272728	6.65	9.5	500	3	3	3
708	1863	105	38.53	30.55	70.9090909090909	6.6000000000000005	10.0	800	3	3	3
709	1864	49	38.25	48.28	74.54545454545455	6.550000000000001	9.0	500	3	3	3
710	1864	49	30.6	57.0	78.18181818181819	6.5	8.0	260	3	2	3
